mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;1.9503418020904064;4.9929389229696545e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;3.9089410193264484;0.00010007017099294579
4;2;2;8;512;39062;50;0.001;input_data_512.h5;;par;45.581886;1.4109057076275349;3.611964844676501e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;2.172464907169342;5.561581350594803e-05
4;2;2;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;4.052385784685612;0.00010374240399072274
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.214909;1.584815539419651;8.114359425629262e-05
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;2.925478123128414;0.0001497863971700586
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;4.743560720235109;0.0002428734176557836
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.214909;1.6782590299844742;8.59279622131214e-05
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;3.1903300136327744;0.00016334698753943855
4;2;2;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;4.753060705959797;0.00024335982315087793
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.292988;2.881052453070879;0.0002950386536682928
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;6.024993538856506;0.0006169988263037897
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;11.3548833578825;0.0011628144759736304
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.292988;2.990641463547945;0.0003062612865896513
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;6.209130175411701;0.0006358556247221404
4;2;2;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;10.958660714328289;0.001122238680422764
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.17147;7.275328334420919;0.0014902352180296845
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;14.19025031849742;0.002906646931277636
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;24.23070837929845;0.004963274965034504
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.17147;7.69628994166851;0.001576462503414279
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;13.767851036041975;0.0028201251610081883
4;2;2;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;24.653645418584347;0.005049906886231944
16;4;4;8;256;78125;50;0.001;input_data_256.h5;;par;83.81021;1.5208763480186462;1.9467217254638672e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;2.131265390664339;2.728019700050354e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;14.148540288209915;0.0001811013156890869
16;4;4;8;256;78125;50;0.001;input_data_256.h5;;par;83.81021;3.0274594090878963;3.875148043632507e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;3.6829723604023457;4.714204621315002e-05
16;4;4;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;16.580400835722685;0.00021222913069725036
16;4;4;8;512;39062;50;0.001;input_data_512.h5;;par;45.581886;0.9481596313416958;2.427319725927233e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;1.8333854414522648;4.693526807260931e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;18.99958484619856;0.00048639559792633657
16;4;4;8;512;39062;50;0.001;input_data_512.h5;;par;45.581886;1.6943998336791992;4.337719097023192e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;2.643554087728262;6.767585089673498e-05
16;4;4;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;18.373125080019236;0.0004703580226311821
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.214909;0.8455877676606178;4.329464787571644e-05
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;2.049337398260832;0.00010492741786190322
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;15.295135594904423;0.0007831209664074765
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.214909;1.1128012500703335;5.697615329836329e-05
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;2.5394027791917324;0.0001300190865389244
16;4;4;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;16.134756665676832;0.0008261101154921322
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.292988;0.9240895882248878;9.463283033536998e-05
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;3.8214102424681187;0.0003913374544258186
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;27.13666695356369;0.0027789725502881404
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.292988;1.1146626360714436;0.0001141487594543209
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;4.122930616140366;0.00042221511686025247
16;4;4;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;17.140341088175774;0.0017552832655581949
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.17147;1.571520734578371;0.0003219010107698425
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;7.571181371808052;0.0015508360040573641
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;30.864789716899395;0.006322160941601679
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.17147;1.8078609481453896;0.000370311542020768
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;8.093427941203117;0.0016578099019260788
16;4;4;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;61.280504290014505;0.012552335987303258
32;4;8;8;256;78125;50;0.001;input_data_256.h5;;par;83.81021;1.514359027147293;1.938379554748535e-05
32;4;8;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;2.1360991820693016;2.734206953048706e-05
32;4;8;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;13.412264600396156;0.0001716769868850708
32;4;8;8;256;78125;50;0.001;input_data_256.h5;;par;83.81021;3.5065181106328964;4.4883431816101075e-05
32;4;8;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;4.291244920343161;5.4927934980392457e-05
32;4;8;8;256;78125;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1959256/256x256_out_hybrid_2d_par.h5;par;83.81021;15.490149058401585;0.0001982739079475403
32;4;8;8;512;39062;50;0.001;input_data_512.h5;;par;45.581886;0.8130994513630867;2.081561239473367e-05
32;4;8;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;1.7618999518454075;4.510521611400869e-05
32;4;8;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;21.643358528614044;0.0005540770705190222
