mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.28116;2.7251763003878295;0.00034884489252276366
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1957635/256x256_out_hybrid_1d_seq.h5;seq;43.28116;2.7610985566861928;0.00035344323562291256
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1957635/256x256_out_hybrid_1d_seq.h5;seq;43.28116;2.760277796536684;0.00035333817159967796
1;1;1;1;256;7812;50;0.001;input_data_256.h5;;seq;43.28116;2.7266061743721366;0.0003490279281070323
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1957635/256x256_out_hybrid_1d_seq.h5;seq;43.28116;2.758576752152294;0.0003531204239826285
1;1;1;1;256;7812;50;0.001;input_data_256.h5;/scratch/project/atr-25-7/ramsay/1957635/256x256_out_hybrid_1d_seq.h5;seq;43.28116;2.761044183280319;0.00035343627538150525
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.379347;5.472440781537443;0.0014010345062819875
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1957635/512x512_out_hybrid_1d_seq.h5;seq;28.379347;5.5280044614337385;0.001415259718749037
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1957635/512x512_out_hybrid_1d_seq.h5;seq;28.379347;5.525554625317454;0.0014146325205625842
1;1;1;1;512;3906;50;0.001;input_data_512.h5;;seq;28.379347;5.474262827076018;0.0014015009797941674
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1957635/512x512_out_hybrid_1d_seq.h5;seq;28.379347;5.527050154749304;0.0014150154006014604
1;1;1;1;512;3906;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1957635/512x512_out_hybrid_1d_seq.h5;seq;28.379347;5.530033725779504;0.001415779243671148
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.999447;13.180805630981922;0.006749004419345582
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1957635/1024x1024_out_hybrid_1d_seq.h5;seq;22.999447;13.340602145995945;0.006830825471580105
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1957635/1024x1024_out_hybrid_1d_seq.h5;seq;22.999447;13.356816915329546;0.006839127964838477
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;;seq;22.999447;13.207303295377642;0.006762572091847231
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1957635/1024x1024_out_hybrid_1d_seq.h5;seq;22.999447;13.371616050135344;0.0068467056068281336
1;1;1;1;1024;1953;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1957635/1024x1024_out_hybrid_1d_seq.h5;seq;22.999447;13.358912873081863;0.006840201163892403
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;;seq;21.074463;26.99259772663936;0.027656350129753444
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1957635/2048x2048_out_hybrid_1d_seq.h5;seq;21.074463;27.357542305719107;0.02803026875585974
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1957635/2048x2048_out_hybrid_1d_seq.h5;seq;21.074463;27.27511156676337;0.027945811031519847
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;;seq;21.074463;26.72745125973597;0.027384683667762266
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1957635/2048x2048_out_hybrid_1d_seq.h5;seq;21.074463;27.435602467507124;0.028110248429822873
1;1;1;1;2048;976;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1957635/2048x2048_out_hybrid_1d_seq.h5;seq;21.074463;26.968140629585832;0.027631291628674007
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;;seq;20.387009;53.82596904039383;0.11029911688605293
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1957635/4096x4096_out_hybrid_1d_seq.h5;seq;20.387009;54.38698008470237;0.11144872968176715
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1957635/4096x4096_out_hybrid_1d_seq.h5;seq;20.387009;54.04688824899495;0.11075182018236669
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;;seq;20.387009;53.892765001859516;0.1104359938562695
1;1;1;1;4096;488;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1957635/4096x4096_out_hybrid_1d_seq.h5;seq;20.387009;54.05551878316328;0.11076950570320344
